kategori_obat,obat,Description,Dosis ,Efek Samping,Cara_Penyimpanan
Obat Hipertensi,Cordila SR,"Cordila SR digunakan untuk mengobati angina pektoris (nyeri dada), terapi mencegah angina pektoris (rasa nyeri pada dada) varian, dan angina","Cara Penyimpanan
Simpan pada suhu 25 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Hindari penggunaan Cordila SR pada pasien yang memiliki indikasi:",Efek samping penggunaan Cordila SR yang mungkin terjadi adalah:
Obat Hipertensi,Concor,Concor adalah obat antihipertensi yang bermanfaat untuk menurunkan tekanan darah tinggi (hipertensi) serta mengobati penyakit jantung koroner seperti angina pektoris.,Concor pada umumnya dimodifikasi untuk terapi jangka panjang dalam pengobatan hipertensi atau gagal jantung. Jangan berhenti minum obat tanpa adanya arahan dari dokter. Kamu ingin tahu penjelasan selengkapnya mengenai Concor? Simak di sini.,"Concor digunakan untuk mengatasi gangguan pada sistem kardiovaskuler, seperti :",Artikel lainnya:6 Obat yang Tidak Boleh Dikonsumsi Penderita Jantung
Obat Hipertensi,Comdipin,"Comdipin merupakan obat yang mengandung amlodipine digunakan untuk menurunkan tekanan darah tinggi, membantu mencegah stroke","Efek samping yang mungkin terjadi selama pengunaan Comdipine, yaitu:","Interaksi Obat
 Berikut adalah beberapa Interaksi obat yang umumnya terjadi saat penggunaan Comdipine:","Kontraindikasi
 Hindari penggunaan Comdipin atau Amlodipine pada pasien yang memiliki indikasi:"
Obat Hipertensi,Coirvebal,Coirvebal merupakan obat berbentuk tablet yang diberikan pada pasien penderita darah tinggi (hipertensi).,"Efek samping yang mungkin terjadi selama pengunaan Coirverbal, antara lain:","Interaksi Obat
Coirvebal dapat berinteraksi dengan obat-obat golongan lain, seperti:","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Hipertensi,Co-Diovan,"Co-diovan merupakan obat yang digunakan untuk membantu mengobati tekanan darah tinggi, dan gagal jantung","Aturan penggunaan Co-Diovan:
Dosis awal: 1 tablet (valsartan/hydrochlorothiazide 80/12.5 mg) diminum sehari sekali. Dosis dapat ditingkatkan menjadi 320/25 mg jika dibutuhkan.",Efek samping yang mungkin terjadi apabila mengkonsumsi Co-Diovan adalah:,"Cara Penyimpanan
Simpan pada suhu 15-30 derajat Celcius, di tempat kering dan sejuk."
Obat Hipertensi,Co-Aprovel,Co-Aprovel merupakan salah satu obat yang digunakan untuk membantu mengobati penyakit hipertensi.,"Cara Penyimpanan
Simpan pada suhu 25 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Tidak boleh diberikan pada pasien:","Efek samping yang mungkin terjadi selama pengunaan Co-Aprovel, antara lain:"
Obat Hipertensi,Ceremax,Ceremax adalah sediaan obat yang digunakan untuk membantu mencegah defisit neurologik iskemik (gangguan saraf).,"Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:",Overdosis,Interaksi Obat
Obat Hipertensi,Catapres,"Catapres adalah obat yang mengandung Clonidine Hydrochloride yang digunakan untuk menurunkan tekanan darah tinggi, krisis tekanan darah tinggi, membantu mencegah stroke dan serangan jantung.",Catapres termasuk dalam golongan obat keras yang hanya diperoleh dengan resep dokter. Catapres tersedia dalam bentuk tablet dan injeksi.,"Catapres dapat digunakan untuk menangani sejumlah kondisi, termasuk:",Artikel lainnya: 21 Makanan Penurun Darah Tinggi Alami yang Ampuh
Obat Hipertensi,Carsive,Carsive adalah obat yang mengandung Nicardipine HCl sebagai terapi jangka pendek hipertensi dan angina pektoris,"Cara Penyimpanan
Simpan pada suhu 20-25 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
 Tidak boleh diberikan pada pasien dengan riwayat:","Efek samping yang mungkin terjadi selama pengunaan Carsive, antara lain:"
Obat Hipertensi,Carpiaton,Carpiaton merupakan obat yang digunakan mengatasi tekanan darah tinggi dengan kandungan zat aktif Spironolactone,Efek samping yang mungkin terjadi selama penggunaan Carpiaton antara lain:,"Interaksi Obat
Pemakaian bersama suplemen K atau obat hemat K lainnya.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Hipertensi,Cardura,"Cardura adalah sediaan obat yang digunakan untuk menurunkan tekanan darah tinggi, serangan jantung, dan masalah ginjal.","Efek samping yang mungkin terjadi selama pengunaan Cardura , antara lain:","Interaksi Obat
Tidak boleh diberikan bersamaan dengan golongan obat sebagai berikut:","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Hipertensi,Cardisan,Cardisan mengandung Amlodipine yang merupakan obat membantu mengobati tekanan darah tinggi.,Efek samping Cardisan yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Tidak boleh diberikan pada penderita kardiomiopati obstruktif; stenosis subaortik hipertrofi idiopatik."
Obat Hipertensi,Cardipin,"Cardipin digunakan untuk mengobati hipertensi atau tekanan darah, angina kronis.","Efek samping yang mungkin terjadi selama pengunaan Cardipin atau Amlodipine, yaitu:","Interaksi Obat
Berikut adalah beberapa Interaksi obat yang umumnya terjadi saat penggunaan Cardipin atau Amlodipine:","Kontraindikasi
Hindari penggunaan Cardipin atau Amlodipine pada pasien yang memiliki indikasi:"
Obat Hipertensi,Cardicap,Cardicap diindikasikan untuk mengobati hipertensi dan nyeri dada karena kurangnya aliran darah ke jantung.,"Efek samping yang mungkin terjadi selama pengunaan Cardicap, antara lain:",Interaksi Obat,"Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Hipertensi,Captopril,Captopril adalah obat yang digunakan untuk membantu mengobati tekanan darah tinggi. Bagaimana aturan pakainya?,"Kandungan obat bekerja dengan merelaksasikan pembuluh darah, sehingga darah dapat mengalir lebih mudah.",Manfaat Captopril adalah membantu mengobati tekanan darah tinggi dan gagal jantung.,"Bila kamu diresepkan dokter Captopril tablet, simak penjelasan lengkapnya di bawah ini."
Obat Hipertensi,Candotens,"Candotens digunakan untuk membantu menurunkan tekanan darah tinggi atau hipertensi, gagal jantung, membantu mencegah stroke,serangan jantung","Efek samping yang mungkin timbul akibat penggunaan Candotens, antara lain:","Interaksi Obat
Berikut ini adalah interaksi yang dapat terjadi jika menggunakan Candotens bersama dengan obat-obatan lain:","Kontraindikasi
Sebaiknya tidak digunakan pada pasien untuk kondisi di bawah ini:"
Obat Hipertensi,Canderin,Canderin adalah obat yang diindikasikan untuk menangani tekanan darah tinggi (hipertensi) dan gagal jantung.,"Canderin digunakan untuk menangani hipertensi, serta gagal jantung dan gangguan fungsi sistolik ventrikel kiri jika ACE inhibitor tidak ditoleransi.",Canderin harus digunakan dengan resep dokter:,Artikel Lainnya: Lakukan Hal Ini Saat Orang Terkasih Kena Gagal Jantung
Obat Hipertensi,Candepress,Candepress merupakan obat untuk mengobati tekanan darah tinggi dan gagal jantung dengan merelaksasikan pembuluh darah.,"Efek samping Candepress yang mungkin terjadi antara lain pusing, vertigo, mual, kelelahan, diare dan nyeri sendi.","Interaksi obat:
Berikut ini adalah interaksi yang dapat terjadi jika menggunakan Candepress bersama dengan obat-obatan lain:",Kontraindikasi:
Obat Hipertensi,Candefion,Candefion merupakan obat untuk mengobati tekanan darah tinggi dan gagal jantung dengan merelaksasikan pembuluh darah.,"Efek samping Candefion yang mungkin terjadi antara lain pusing, vertigo, kelelahan, mual, diare dan nyeri sendi.","Interaksi obat:
Berikut ini adalah interaksi yang dapat terjadi jika menggunakan Candefion bersama dengan obat-obatan lain:",Kontraindikasi:
Obat Hipertensi,Candefar,Candefar merupakan obat untuk mengobati tekanan darah tinggi dan gagal jantung dengan merelaksasikan pembuluh darah.,"Efek samping Candefar yang mungkin terjadi antara lain pusing, kelelahan, vertigo, mual, diare dan nyeri sendi.","Interaksi obat: 
Berikut ini adalah interaksi yang dapat terjadi jika menggunakan candesartan bersama dengan obat-obatan lain:",Kontraindikasi:
Obat Hipertensi,Calsivas,Calsivas merupakan Obat yang digunakan dengan atau tanpa kombinasi dengan obat lain untuk membantu mengobati tekanan darah tinggi,"Efek samping yang mungkin terjadi selama penggunaan Calsivas, antara lain:",Interaksi Obat,"Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Hipertensi,Calcianta,"Calcianta adalah obat yang digunakan untuk mengobati hipertensi, angina pektoris, dan sindrom Raynaud.","Sebelum digunakan, perhatikan keterangan obat Calcianta berikut:",Artikel Lainnya: Menyingkap Manfaat Kencur untuk Hipertensi,"Calcianta berfungsi untuk membantu menangani hipertensi, sindrom Raynaud, serta angina pektoris."
Obat Hipertensi,Caduet,Caduet adalah obat yang mengandung Atorvastatin dan Amlodipine digunakan untuk membantu menurunkan kolesterol dan mengatasi hipertensi.,"Cara Penyimpanan
Simpan pada suhu di bawah 30 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:","Efek samping yang mungkin terjadi selama pengunaan Caduet, antara lain:"
Obat Hipertensi,Bufacardo,Bufacardo digunakan untuk mengobati tekanan darah tinggi dan nyeri dada (angina pektoris).,"Bufacardo dapat diminum sebelum maupun sesudah makan. Selama pengobatan dengan Bufacardo sebaiknya tidak mengonsumsi buah anggur, jus anggur atau makanan yang mengandung ekstrak anggur karena dapat meningkatkan kadar obat dalam plasma darah.",Efek samping yang mungkin timbul selama penggunaan Bufacardo adalah:,"Cara Penyimpanan
Simpan pada suhu antara 15-30 ° C. Lindungi dari cahaya."
Obat Hipertensi,Blorec,Blorec digunakan untuk membantu mengobati hipertensi dan gagal jantung.,Efek samping penggunaan Blorec yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Hindari penggunaan Blorec pada pasien dengan kondisi:"
Obat Hipertensi,Blopress Plus,Blopress Plus digunakan untuk mengontrol tekanan darah.,Dosis umum: 1 tablet diminum 1 kali sehari. Dapat diminum sebelum atau sesudah makan.,Efek samping penggunaan Blopress Plus yang mungkin terjadi adalah:,"Cara Penyimpanan
Simpan pada suhu di bawah 25 derajat Celcius, di tempat kering dan sejuk."
Obat Hipertensi,Blistra,Blistra digunakan untuk perawatan jangka pendek dari hipertensi (tekanan darah tinggi).,"Efek samping yang mungkin terjadi selama penggunaan Blistra, antara lain:","Interaksi Obat
Berikut adalah beberapa interaksi obat yang umumnya terjadi saat penggunaan Blistra:","Kontraindikasi
Hindari penggunaan Blistra pada pasien yang memiliki indikasi:"
Obat Hipertensi,Bisoprolol,Bisoprolol adalah obat yang digunakan untuk menurunkan tekanan darah. Bagaimana cara menggunakan Bisoprolol? Ketahui info lengkapnya di sini.,Kamu diresepkan obat Bisoprolol tablet oleh dokter? Simak dosis hingga cara penggunaan obat Bisoprolol berikut.,Artikel lainnya: Obat Herbal untuk Mengatasi Hipertensi,"Manfaat Bisoprolol adalah untuk mengobati hipertensi, penyakit jantung koroner dan angina pektoris."
Obat Hipertensi,Bipro,Bipro dapat digunakan dengan atau tanpa obat lain untuk mengobati tekanan darah tinggi.,Efek samping yang mungkin terjadi apabila mengonsumsi Bipro adalah:,"Interaksi Obat
Berikut adalah beberapa Interaksi obat: yang umumnya terjadi saat penggunaan Bipro:","Kontraindikasi
Hindari penggunaan Bipro pada pasien yang memiliki indikasi hipersensitif."
Obat Hipertensi,Betavein,"Betavein digunakan untuk menurunkan tekanan darah tinggi, dan dapat digunakan untuk mengobati gangguan ginjal.",Efek samping penggunaan Betavein yang mungkin terjadi adalah:,Interaksi obat,Kontraindikasi
Obat Hipertensi,Betablok,"Betablok digunakan untuk menurunkan tekanan darah pada penderita hipertensi, serta sebagai terapi angina. Simak infonya di sini.","Betablok digunakan untuk terapi hipertensi, angina pektoris, dan pengobatan pasca infark miokard.",Dosis Betablok bervariasi tergantung tujuan pengobatan dan kondisi pasien. Konsultasikan pada dokter terlebih dahulu sebelum menggunakan obat ini. Berikut penggunaannya secara umum:,"Betablok merupakan obat keras, hanya bisa didapatkan dan digunakan dengan resep dokter."
Obat Hipertensi,Beta-One,Beta-One digunakan sebagai obat untuk membantu mengobati penyakit tekanan darah tinggi (hipertensi).,"Cara Penyimpanan
Simpan pada suhu di bawah 30 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:",Efek samping penggunaan Beta-One yang mungkin terjadi adalah:
Obat Hipertensi,Belvas,Belvas digunakan untuk menurunkan tekanan darah.,Efek samping yang mungkin terjadi selama pengunaan Belvas adalah:,"Interaksi Obat
Berikut adalah beberapa Interaksi obat yang umumnya terjadi saat penggunaan Belvas:","Kontraindikasi
Hindari penggunaan Belvas pada pasien yang memiliki indikasi:"
Obat Hipertensi,B-Beta,"Bisoprolol digunakan untuk mengobati hipertensi, penyakit jantung koroner dan angina pektoris.","Cara Penyimpanan:
Simpan B-Beta pada suhu antara 20-25°C. Lindungi dari cahaya dan kelembaban.","Kontraindikasi:
Sebaiknya tidak digunakan pada kondisi:","Efek samping yang mungkin terjadi adalah dispnea (sesak), pusing, bradikardia (denyut jantung lambat), kardiomiopati (kelainan otot jantung), hipotensi, pneumonia (radang paru-paru), takikardia (denyut jantung melebihi 100 kali/menit), kelelahan."
Obat Hipertensi,Asylate,"Asylate digunakan untuk mengobati hipertensi, angina stabil kronik dan vasospastik.",Efek samping yang mungkin timbul selama penggunaan Asylate adalah:,Interaksi Obat,"Kontraindikasi
 Asylate sebaiknya tidak digunakan untuk kondisi dibawah ini"
Obat Hipertensi,Aprovel,"Aprovel merupakan obat yang digunakan untuk mengobati tekanan darah tinggi, gagal jantung.","Cara Penyimpanan
Simpan pada suhu 15-30 derajat Celcius.","Kontraindikasi
Aprovel sebaiknya tidak digunakan pada kondisi:","Efek samping yang mungkin terjadi selama penggunaan Aprovel, antara lain:"
Obat Hipertensi,Angioten,"Menjaga tekanan darah agar tetap stabil, khususnya untuk orang dengan kondisi hipertensi sangat diperlukan. Angioten dibutuhkan untuk mengatasinya. Ketahui selanjutnya di sini.",Obat Angioten digunakan untuk membantu menangani hipertensi dan nefropati diabetik pada diabetes melitus tipe 2. Angioten juga dapat digunakan untuk terapi gagal jantung. Kandungan Losartan di dalamnya bekerja dengan memberikan efek vasodilator (melebarkan pembuluh darah) dan mencegah sel otot berkontraksi sehingga tekanan darah menjadi turun.,"Sebelum digunakan, bacalah keterangan obat Angioten berikut ini.",Angioten termasuk ke dalam golongan obat keras sehingga pada setiap pembelian dan penggunaannya harus berdasarkan resep dokter dan selalu konsultasikan dengan dokter dan apoteker.
Obat Hipertensi,Ancefa,"Ancefa digunakan untuk mengobati infeksi saluran urogenital (kantung kemih), saluran pernafasan, kulit dan jaringan lunak.",Cara Penyimpanan,"Kontraindikasi
Ancefa sebaiknya tidak digunakan pada pasien yang memiliki riwayat alergi terhadap sefadroksil dan sefalosporin.",Efek samping penggunaan Ancefa yang mungkin terjadi adalah:
Obat Hipertensi,Amovask,Amovask digunakan untuk mengobati tekanan darah tinggi dan nyeri dada (angina pektoris).,"Cara Penyimpanan:
Simpan pada suhu 15-30°C. Lindungi dari cahaya.","Bila efek samping menetap bahkan memburuk, segera hentikan penggunaan Amovask dan konsultasikan ke dokter.","Efek samping yang mungkin timbul selama penggunaan Amovask adalah:
- Mengantuk
- Pusing
- Sakit kepala
- Bengkak pada pergelangan kaki
- Edema (pembengkakan karena penumpukan cairan tubuh pada bagian tertentu)
- Muka merah
- Mudah kelelahan
- Jantung berdebar
- Sakit perut
- Mual
- Bingung
- Ruam kulit
- Hiperplasia gingival (bengkak pada gusi)
- Kram otot
- Dyspnea (sesak nafas)."
Obat Hipertensi,Amlogal,Amlogal adalah obat yang diperuntukkan bagi penderita hipertensi dan angina.,"Cara Penyimpanan
Simpan pada suhu 15-30 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Hindari penggunaan Amlogal pada pasien yang memiliki indikasi:",Efek samping yang mungkin terjadi pada penggunaan Amlogal:
Obat Hipertensi,Amlodipine,"Amlodipine adalah obat antihipertensi yang berfungsi dalam menurunkan tekanan darah,  mengatasi angina pektoris, dan penyakit arteri koroner. Amlodipine tergolong obat keras untuk dewasa dan anak.","Amlodipine belum diketahui apakah dapat terdistribusi ke dalam ASI atau tidak. Bila kamu sedang menyusui, sebaiknya konsultasikan dengan dokter terlebih dahulu.",Amlodipine tergolong obat keras yang penggunaannya harus menggunakan resep dokter. Berikut adalah aturan minum dan dosis penggunaan Amlodipine secara umum:,Manfaat Amlodipine yaitu untuk mengatasi masalah kesehatan seperti:
Obat Hipertensi,Amlocor,Amlocor digunakan sebagai terapi hipertensi dan angina.,"Cara Penyimpanan
Simpan pada suhu 25-30 derajat Celcius, di tempat kering dan sejuk.","Kontraindikasi
Hindari penggunaan Amlocor pada pasien yang diketahui hipersensitif terhadap dihidropiridin (misalnya nifedipine, nicardipine, isradipine).",Efek samping yang mungkin terjadi pada penggunaan Amlocor:
Obat Hipertensi,Amcor,Amcor adalah obat untuk mengatasi tekanan darah tinggi (hipertensi) dan angina pektoris.,"Berikut adalah keterangan Amcor, seperti golongan obat hingga harga:",Amcor merupakan obat keras. Obat ini memerlukan resep dokter untuk penggunaannya.,Amcor digunakan untuk membantu mengatasi hipertensi dan angina pektoris.
